Name,RA (J2000),Dec (J2000),Object Type,cz [km/s],z-flag,Redshift Reference,PA [deg],Sep. [Mpc],Δcz [km/s]
CGCG 137-037,16h05m59.50s,+21d21m37.6s,G,4428,,1999PASP..111..438F,105.1,9.5695,-1006
SDSS J150356.39+260254.7,15h03m56.40s,+26d02m54.8s,G,9977,,2011AJ....142..170H,-68.5,9.5696,4543
NGC 5857,15h07m27.31s,+19d35m51.5s,G,4767,,2006PrivC.U..D....W,-120.1,9.5779,-667
MRK 0293,15h59m44.41s,+18d44m00.9s,G,9050,,1985Afz....22..215M,128.4,9.5796,3616
SDSS J160354.22+201020.5,16h03m54.22s,+20d10m20.6s,G,10202,,2011ApJ...735..125S,115.0,9.5856,4768
SDSS J152155.81+163854.4,15h21m55.82s,+16d38m54.5s,G,8765,,2011ApJ...735..125S,-155.4,9.5964,3331
2MASX J15295860+3055425,15h29m58.54s,+30d55m41.4s,G,9264,,2005SDSS4.C...0000:,-8.2,9.5990,3830
SDSS J160155.10+192223.5,16h01m55.11s,+19d22m23.5s,G,9370,,2011ApJ...735..125S,122.1,9.6027,3936
SDSSCGB 36653,16h07m22.10s,+22d34m14.7s,GGroup,9893,,2009MNRAS.395..255M,95.5,9.6086,4459
2MASX J16062199+2552108,16h06m21.99s,+25d52m10.1s,G,9388,,2004SDSS3.C...0000:,70.0,9.6105,3954
IC 1097,15h08m31.30s,+19d11m03.6s,G,6139,,1999PASP..111..438F,-123.8,9.6119,705
2MASX J16074677+2347255,16h07m46.77s,+23d47m25.9s,G,9592,,2006SDSS5.C...0000:,86.2,9.6182,4158
2MASX J16072447+2234356,16h07m24.47s,+22d34m36.0s,G,9777,,2006SDSS5.C...0000:,95.5,9.6191,4342
2MASX J15084264+2810161,15h08m42.62s,+28d10m16.1s,G,7937,,1988AJ.....95.1602S,-50.3,9.6220,2503
CGCG 106-011,15h08m23.97s,+19d12m29.2s,G,6408,,1999PASP..111..438F,-123.5,9.6240,974
SDSS J154823.70+302435.1,15h48m23.71s,+30d24m35.2s,G,9622,,2005SDSS4.C...0000:,22.7,9.6247,4188
CGCG 165-021,15h08m01.21s,+27d58m20.6s,G,9375,,1999PASP..111..438F,-52.2,9.6309,3941
SDSS J153815.87+160042.2,15h38m15.87s,+16d00m42.3s,G,8798,,2011ApJ...735..125S,173.9,9.6311,3364
SDSS J160741.88+230159.6,16h07m41.89s,+23d01m59.6s,G,9773,,2006SDSS5.C...0000:,92.0,9.6338,4339
SDSS J154156.04+160901.0,15h41m56.09s,+16d09m00.1s,G,10105,,2011AJ....142..170H,167.1,9.6338,4671
HIPASS J1548+16,15h48m58.10s,+16d43m14.0s,G,2052,,2006HIPAS.C...0000:,153.5,9.6382,-3382
SDSS J150207.71+241243.7,15h02m07.75s,+24d12m43.8s,G,5115,,2011ApJ...735..125S,-83.0,9.6384,-319
SDSS J160401.00+271237.2,16h04m01.00s,+27d12m37.3s,G,6583,,2004SDSS3.C...0000:,59.0,9.6387,1149
SDSS J160052.00+185913.7,16h00m52.01s,+18d59m13.8s,G,9613,,2007SDSS6.C...0000:,125.6,9.6389,4179
IC 4530,15h03m45.31s,+26d06m03.1s,G,9315,,1999PASP..111..438F,-68.2,9.6418,3881
IC 1096,15h08m21.57s,+19d11m31.6s,G,6146,,1996A&AS..118....7V,-123.6,9.6460,712
UGC 09898,15h33m59.77s,+15d57m37.3s,G,7818,,2011AJ....142..170H,-178.2,9.6498,2384
WBL 548,15h08m28.77s,+19d08m34.5s,GGroup,6140,,1999AJ....118.2014W,-124.0,9.6541,706
UGC 09910,15h34m44.84s,+31d03m11.9s,G,1868,,1992ApJS...81....5S,-0.3,9.6552,-3566
2MASX J15034344+2606516,15h03m43.43s,+26d06m51.4s,G,9376,,2011ApJ...735..125S,-68.2,9.6560,3942
UGC 10211,16h07m07.02s,+22d03m38.0s,G,4338,,1991RC3.9.C...0000d,99.4,9.6564,-1096
CGCG 135-002,15h03m42.39s,+26d06m27.8s,GPair,9357,,1991RC3.9.C...0000d,-68.2,9.6581,3923
USGC U740,16h02m01.00s,+19d19m22.0s,GTrpl,4502,,2002AJ....123.2976R,122.3,9.6645,-932
SDSS J155731.74+180520.2,15h57m31.75s,+18d05m20.2s,G,9360,,2007SDSS6.C...0000:,134.7,9.6646,3926
SDSS J160348.92+272023.0,16h03m48.93s,+27d20m23.1s,G,7253,,2004SDSS3.C...0000:,58.0,9.6674,1819
CGCG 108-050,16h00m49.37s,+18d55m40.4s,G,9437,,1998AJ....116.1508B,126.0,9.6757,4003
NGC 5962 GROUP,15h35m25.65s,+15d55m46.9s,GGroup,2040,,2001A&A...378..370V,179.1,9.6862,-3394
2MASX J16005769+1856373,16h00m57.67s,+18d56m37.3s,G,9199,,2007SDSS6.C...0000:,125.7,9.6963,3765
SDSS J155239.48+295907.8,15h52m39.49s,+29d59m07.9s,G,9401,,2005SDSS4.C...0000:,30.4,9.7069,3967
SDSS J160325.70+273341.4,16h03m25.70s,+27d33m41.4s,G,7229,,2004SDSS3.C...0000:,56.2,9.7136,1795
LSBC D516-03,16h08m04.12s,+24d18m17.7s,G,9754,,2011AJ....142..170H,82.3,9.7320,4320
NGC 6052 NED01,16h05m12.87s,+20d32m32.6s,G,4719,,2007SDSS6.C...0000:,111.4,9.7333,-715
NGC 6052,16h05m12.99s,+20d32m32.5s,GPair,4739,,2006AJ....131..185R,111.4,9.7339,-695
KUG 1555+181,15h57m35.21s,+18d01m41.4s,G,9412,,1997AJ....113.1197H,134.9,9.7341,3978
NGC 6052 NED02,16h05m13.23s,+20d32m32.7s,G,4541,,1994AJ....107.1629T,111.4,9.7350,-893
2MASX J15464543+1624487,15h46m45.47s,+16d24m48.5s,G,10248,,2011ApJ...735..125S,158.1,9.7350,4813
2MASX J15470491+1626333,15h47m04.90s,+16d26m32.9s,G,9709,,2011ApJ...735..125S,157.5,9.7363,4275
SDSS J160708.07+214634.2,16h07m08.07s,+21d46m34.2s,G,9225,,2007SDSS6.C...0000:,101.5,9.7480,3791
SDSS J152609.21+160957.1,15h26m09.22s,+16d09m57.2s,G,4515,,2011AJ....142..170H,-163.9,9.7493,-919
SDSS J150845.32+185603.2,15h08m45.33s,+18d56m03.3s,G,6295,,2011ApJ...735..125S,-125.6,9.7500,861
ADBS J155946+1831,15h59m46.10s,+18d31m55.2s,G,2568,,2000ApJS..130..177R,129.5,9.7578,-2866
SDSS J154136.26+160202.8,15h41m36.26s,+16d02m02.9s,G,4689,,2011AJ....142..170H,167.9,9.7593,-745
KUG 1558+190,16h01m01.86s,+18d52m47.9s,G,9294,,2007SDSS6.C...0000:,126.0,9.7641,3860
MSPM 01183,16h01m01.87s,+18d52m48.0s,GClstr,9425,,2012MNRAS.422...25S,126.0,9.7641,3991
SDSS J153545.34+310808.5,15h35m45.34s,+31d08m08.5s,G,1692,,2005SDSS4.C...0000:,1.3,9.7643,-3742
SDSS J154509.77+161501.4,15h45m09.78s,+16d15m01.4s,G,2829,,2011ApJ...735..125S,161.2,9.7698,-2605
2MASX J16061628+2103492,16h06m16.25s,+21d03m49.1s,G,10187,,2007SDSS6.C...0000:,107.1,9.7746,4753
SDSS J155951.99+183147.5,15h59m52.00s,+18d31m47.6s,G,2566,,2007SDSS6.C...0000:,129.4,9.7822,-2868
SDSS J150244.41+254413.9,15h02m44.41s,+25d44m14.0s,G,9887,,2011ApJ...735..125S,-71.4,9.7880,4453
SDSS J160010.90+283911.3,16h00m10.91s,+28d39m11.4s,G,10045,,2004SDSS3.C...0000:,46.4,9.7881,4611
SDSS J160811.39+243027.0,16h08m11.39s,+24d30m27.0s,G,9453,,2005SDSS4.C...0000:,80.8,9.7908,4019
SDSS J160539.55+204002.8,16h05m39.56s,+20d40m02.9s,G,7579,,2007SDSS6.C...0000:,110.3,9.7916,2145
UGCl 346,15h02m46.68s,+25d47m16.7s,GClstr,6590,,1984A&AS...56..363B,-71.0,9.7948,1156
2MASX J15512528+3013319,15h51m25.31s,+30d13m32.4s,G,9529,,2006SDSS5.C...0000:,27.7,9.7951,4095
SDSS J160145.21+190344.4,16h01m45.22s,+19d03m44.4s,G,9455,,2011ApJ...735..125S,124.2,9.7958,4021
2MASX J15203820+3028178,15h20m38.22s,+30d28m18.2s,G,9319,,2005SDSS4.C...0000:,-23.8,9.8001,3885
SDSS J150321.46+261325.4,15h03m21.47s,+26d13m25.5s,G,9392,,2011ApJ...735..125S,-67.6,9.8023,3958
[RPG97] 376,16h05m41.63s,+20d39m50.5s,GGroup,4606,,1997AJ....113..483R,110.3,9.8029,-828
UGC 09860,15h27m18.67s,+30d58m57.3s,G,9493,,1991RC3.9.C...0000d,-12.4,9.8094,4059
SDSS J155641.03+174522.8,15h56m41.04s,+17d45m22.8s,G,10340,,2007SDSS6.C...0000:,137.5,9.8110,4906
CGCG 165-011,15h04m39.58s,+26d58m37.4s,G,9245,,1996AJ....112.1759D,-61.5,9.8213,3811
2MASX J16042667+2000324,16h04m26.67s,+20d00m32.1s,G,10024,,1998AJ....115....6B,115.6,9.8301,4590
UGC 10198,16h06m04.39s,+20d48m05.8s,G,4821,,2006PrivC.U..D....W,109.1,9.8406,-613
SDSS J160059.54+184605.4,16h00m59.55s,+18d46m05.4s,G,4578,,2007SDSS6.C...0000:,126.7,9.8455,-856
IC 4525,15h02m24.86s,+25d38m18.6s,G,9843,,2011AJ....142..170H,-72.2,9.8471,4409
MSPM 01425,15h02m32.74s,+25d45m47.5s,GClstr,9944,,2012MNRAS.422...25S,-71.3,9.8515,4510
SDSS J150232.72+254547.6,15h02m32.73s,+25d45m47.6s,G,10093,,2011ApJ...735..125S,-71.3,9.8516,4658
2MASX J15502410+3023464,15h50m24.10s,+30d23m46.2s,G,9609,,2006SDSS5.C...0000:,25.7,9.8529,4175
UGC 10197,16h06m05.95s,+20d47m03.3s,G,4624,,1995A&AS..112..429F,109.2,9.8563,-810
2MASX J16040030+1946265,16h04m00.32s,+19d46m26.2s,G,10288,,2011ApJ...735..125S,117.5,9.8624,4854
2MASX J16063438+2103122,16h06m34.44s,+21d03m12.4s,G,9649,,2007SDSS6.C...0000:,107.0,9.8652,4215
2MASX J15541288+1714294,15h54m12.91s,+17d14m29.5s,G,10246,,2007SDSS6.C...0000:,143.3,9.8711,4812
SDSS J160113.35+184759.5,16h01m13.35s,+18d47m59.6s,G,9639,,2007SDSS6.C...0000:,126.3,9.8746,4205
KUG 1604+265A,16h06m34.96s,+26d22m14.6s,G,9983,,2004SDSS3.C...0000:,66.6,9.8748,4549
2MASX J15540325+1712384,15h54m03.26s,+17d12m38.9s,G,10243,,2007SDSS6.C...0000:,143.7,9.8754,4809
2MASX J15022934+2547492,15h02m29.32s,+25d47m49.2s,G,10059,,2011ApJ...735..125S,-71.1,9.8792,4625
SDSS J152127.15+303742.9,15h21m27.16s,+30d37m42.9s,G,9278,,2005SDSS4.C...0000:,-22.1,9.8904,3844
MSPM 01453,15h21m27.17s,+30d37m43.0s,GClstr,9270,,2012MNRAS.422...25S,-22.1,9.8904,3836
SDSS J155528.78+294355.8,15h55m28.79s,+29d43m55.8s,G,9214,,2006SDSS5.C...0000:,35.3,9.8923,3780
KUG 1602+201,16h04m44.10s,+20d00m51.0s,G,10097,,2011ApJ...735..125S,115.4,9.9047,4663
SDSS J160534.01+202355.9,16h05m34.02s,+20d23m56.0s,G,9946,,2007SDSS6.C...0000:,112.2,9.9079,4512
SDSS J155135.70+164824.4,15h51m35.70s,+16d48m24.5s,G,9024,,2007SDSS6.C...0000:,149.0,9.9141,3590
SDSS J150108.70+232845.2,15h01m08.71s,+23d28m45.2s,G,5597,,2011ApJ...735..125S,-88.5,9.9145,163
SDSS J160728.52+213422.1,16h07m28.53s,+21d34m22.1s,G,9921,,2007SDSS6.C...0000:,102.8,9.9163,4487
SDSS J160432.03+195428.4,16h04m32.03s,+19d54m28.5s,G,4478,,2011ApJ...735..125S,116.2,9.9167,-956
2MASX J15191381+1641033,15h19m13.80s,+16d41m03.3s,G,8693,,2011ApJ...735..125S,-150.9,9.9170,3259
IC 4524,15h02m06.36s,+25d36m05.4s,G,9832,,2007SDSS6.C...0000:,-72.6,9.9227,4398
2MASX J15353768+1544202,15h35m37.69s,+15d44m20.2s,G,9305,,2011ApJ...735..125S,178.8,9.9341,3871
2MASX J15592314+2901019,15h59m23.13s,+29d01m01.5s,G,9306,,2001AJ....122.2893W,43.5,9.9385,3872
SDSS J152812.36+155345.1,15h28m12.36s,+15d53m45.2s,G,8943,,2011ApJ...735..125S,-167.9,9.9408,3508
2MASX J16024820+2806389,16h02m48.22s,+28d06m38.6s,G,10332,,2004SDSS3.C...0000:,52.2,9.9478,4898
CGCG 165-039,15h21m12.79s,+30d39m28.5s,G,9281,,1998AJ....116.1529H,-22.4,9.9521,3847
SDSS J155545.46+294527.8,15h55m45.47s,+29d45m27.8s,G,9304,,2006SDSS5.C...0000:,35.5,9.9662,3870
2MASX J16025667+2806359,16h02m56.67s,+28d06m36.0s,G,10392,,2004SDSS3.C...0000:,52.3,9.9803,4958
SDSS J152427.82+160600.2,15h24m27.82s,+16d06m00.3s,G,6983,,2011AJ....142..170H,-161.1,9.9819,1549
SDSSCGB 73864,15h59m57.10s,+18d19m10.0s,GGroup,9593,,2009MNRAS.395..255M,130.4,9.9844,4159
SDSS J160823.73+221413.8,16h08m23.73s,+22d14m13.8s,G,9590,,2006SDSS5.C...0000:,97.7,9.9851,4156
2MASX J15210623+3040368,15h21m06.26s,+30d40m36.9s,G,9172,,1986AJ.....92.1238P,-22.5,9.9869,3738
SDSS J155957.76+181845.0,15h59m57.76s,+18d18m45.1s,G,9540,,2007SDSS6.C...0000:,130.5,9.9929,4106
SDSS J154739.32+161658.2,15h47m39.30s,+16d16m58.3s,G,2099,,2011AJ....142..170H,157.0,9.9942,-3335
SDSS J150416.83+201621.0,15h04m16.84s,+20d16m21.1s,G,7623,,2011ApJ...735..125S,-113.0,9.9949,2189
SDSS J160514.23+271711.9,16h05m14.23s,+27d17m12.0s,G,9264,,2004SDSS3.C...0000:,59.5,9.9957,3830
SDSS J150323.76+264021.2,15h03m23.84s,+26d40m21.3s,G,9075,,2011AJ....142..170H,-64.4,9.9966,3641
